Time,Model,Class,Confidence,Snapshot
2025-07-10_21-17-03,PPE,No Gloves,0.76,snapshots/PPE_No Gloves_2025-07-10_21-17-03.jpg
2025-07-10_21-17-03,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-10_21-17-03.jpg
2025-07-10_21-17-03,PPE,No IFR,0.55,snapshots/PPE_No IFR_2025-07-10_21-17-03.jpg
2025-07-10_21-17-04,PPE,No Gloves,0.73,snapshots/PPE_No Gloves_2025-07-10_21-17-04.jpg
2025-07-10_21-17-04,PPE,No Helmet,0.65,snapshots/PPE_No Helmet_2025-07-10_21-17-04.jpg
2025-07-10_21-17-04,PPE,No Helmet,0.78,snapshots/PPE_No Helmet_2025-07-10_21-17-04.jpg
2025-07-10_21-17-04,PPE,No IFR,0.56,snapshots/PPE_No IFR_2025-07-10_21-17-04.jpg
2025-07-10_21-17-04,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-10_21-17-04.jpg
2025-07-10_21-17-04,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-10_21-17-04.jpg
2025-07-10_21-17-05,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-10_21-17-05.jpg
2025-07-10_21-17-05,PPE,No IFR,0.53,snapshots/PPE_No IFR_2025-07-10_21-17-05.jpg
2025-07-10_21-17-05,PPE,No Helmet,0.69,snapshots/PPE_No Helmet_2025-07-10_21-17-05.jpg
2025-07-10_21-17-05,PPE,No Gloves,0.59,snapshots/PPE_No Gloves_2025-07-10_21-17-05.jpg
2025-07-10_21-17-05,PPE,No IFR,0.52,snapshots/PPE_No IFR_2025-07-10_21-17-05.jpg
2025-07-10_21-17-05,PPE,No Gloves,0.52,snapshots/PPE_No Gloves_2025-07-10_21-17-05.jpg
2025-07-10_21-17-05,PPE,No Helmet,0.73,snapshots/PPE_No Helmet_2025-07-10_21-17-05.jpg
2025-07-10_21-17-06,PPE,No Gloves,0.73,snapshots/PPE_No Gloves_2025-07-10_21-17-06.jpg
2025-07-10_21-17-06,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-10_21-17-06.jpg
2025-07-10_21-17-07,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-10_21-17-07.jpg
2025-07-10_21-17-15,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_21-17-15.jpg
2025-07-10_21-17-16,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-10_21-17-16.jpg
2025-07-10_21-17-16,PPE,No Helmet,0.58,snapshots/PPE_No Helmet_2025-07-10_21-17-16.jpg
2025-07-10_21-17-16,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-10_21-17-16.jpg
2025-07-10_21-17-17,PPE,No Helmet,0.65,snapshots/PPE_No Helmet_2025-07-10_21-17-17.jpg
2025-07-10_21-17-17,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-10_21-17-17.jpg
2025-07-10_21-17-17,PPE,No Helmet,0.74,snapshots/PPE_No Helmet_2025-07-10_21-17-17.jpg
2025-07-10_21-17-33,PPE,No Helmet,0.67,snapshots/PPE_No Helmet_2025-07-10_21-17-33.jpg
2025-07-10_21-17-35,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_21-17-35.jpg
2025-07-10_21-17-35,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_21-17-35.jpg
2025-07-10_21-17-36,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_21-17-36.jpg
2025-07-10_21-17-39,PPE,No IFR,0.6,snapshots/PPE_No IFR_2025-07-10_21-17-39.jpg
2025-07-10_21-17-39,PPE,No Gloves,0.57,snapshots/PPE_No Gloves_2025-07-10_21-17-39.jpg
2025-07-10_21-17-40,PPE,No Gloves,0.65,snapshots/PPE_No Gloves_2025-07-10_21-17-40.jpg
2025-07-10_21-17-40,PPE,No Gloves,0.59,snapshots/PPE_No Gloves_2025-07-10_21-17-40.jpg
2025-07-10_21-17-40,PPE,No Gloves,0.68,snapshots/PPE_No Gloves_2025-07-10_21-17-40.jpg
2025-07-10_21-17-41,PPE,No Gloves,0.61,snapshots/PPE_No Gloves_2025-07-10_21-17-41.jpg
2025-07-10_21-17-41,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-10_21-17-41.jpg
2025-07-10_21-17-41,PPE,No Gloves,0.7,snapshots/PPE_No Gloves_2025-07-10_21-17-41.jpg
2025-07-10_21-17-41,PPE,No Gloves,0.5,snapshots/PPE_No Gloves_2025-07-10_21-17-41.jpg
2025-07-10_21-17-41,PPE,No Gloves,0.66,snapshots/PPE_No Gloves_2025-07-10_21-17-41.jpg
2025-07-10_21-17-42,PPE,No Gloves,0.64,snapshots/PPE_No Gloves_2025-07-10_21-17-42.jpg
2025-07-10_21-17-44,PPE,No IFR,0.59,snapshots/PPE_No IFR_2025-07-10_21-17-44.jpg
2025-07-10_21-17-45,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_21-17-45.jpg
2025-07-10_21-17-46,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-10_21-17-46.jpg
2025-07-10_21-17-46,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-10_21-17-46.jpg
2025-07-10_21-17-46,PPE,No IFR,0.6,snapshots/PPE_No IFR_2025-07-10_21-17-46.jpg
2025-07-10_21-17-46,PPE,No Gloves,0.61,snapshots/PPE_No Gloves_2025-07-10_21-17-46.jpg
2025-07-10_21-17-47,PPE,No Gloves,0.64,snapshots/PPE_No Gloves_2025-07-10_21-17-47.jpg
2025-07-10_21-17-47,PPE,No IFR,0.57,snapshots/PPE_No IFR_2025-07-10_21-17-47.jpg
2025-07-10_21-17-47,PPE,No Gloves,0.62,snapshots/PPE_No Gloves_2025-07-10_21-17-47.jpg
2025-07-10_21-17-47,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-10_21-17-47.jpg
2025-07-10_21-17-47,PPE,No IFR,0.51,snapshots/PPE_No IFR_2025-07-10_21-17-47.jpg
2025-07-10_21-17-48,PPE,No Gloves,0.55,snapshots/PPE_No Gloves_2025-07-10_21-17-48.jpg
2025-07-10_21-17-48,PPE,No Gloves,0.5,snapshots/PPE_No Gloves_2025-07-10_21-17-48.jpg
2025-07-10_21-17-49,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-10_21-17-49.jpg
2025-07-10_21-17-49,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-10_21-17-49.jpg
2025-07-10_21-17-50,PPE,No Gloves,0.67,snapshots/PPE_No Gloves_2025-07-10_21-17-50.jpg
2025-07-10_21-17-50,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-10_21-17-50.jpg
2025-07-10_21-17-51,PPE,No Gloves,0.7,snapshots/PPE_No Gloves_2025-07-10_21-17-51.jpg
2025-07-10_21-17-52,PPE,No Gloves,0.79,snapshots/PPE_No Gloves_2025-07-10_21-17-52.jpg
2025-07-10_21-17-52,PPE,No Gloves,0.64,snapshots/PPE_No Gloves_2025-07-10_21-17-52.jpg
2025-07-10_21-17-52,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-10_21-17-52.jpg
2025-07-10_21-17-52,PPE,No IFR,0.53,snapshots/PPE_No IFR_2025-07-10_21-17-52.jpg
2025-07-10_21-17-53,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-10_21-17-53.jpg
2025-07-10_21-17-53,PPE,No Gloves,0.55,snapshots/PPE_No Gloves_2025-07-10_21-17-53.jpg
2025-07-10_21-17-53,PPE,No IFR,0.53,snapshots/PPE_No IFR_2025-07-10_21-17-53.jpg
2025-07-10_21-17-54,PPE,No IFR,0.54,snapshots/PPE_No IFR_2025-07-10_21-17-54.jpg
2025-07-10_21-17-54,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-10_21-17-54.jpg
2025-07-10_21-17-55,PPE,No Gloves,0.62,snapshots/PPE_No Gloves_2025-07-10_21-17-55.jpg
2025-07-10_21-17-56,PPE,No Gloves,0.57,snapshots/PPE_No Gloves_2025-07-10_21-17-56.jpg
2025-07-10_21-17-56,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-10_21-17-56.jpg
2025-07-10_21-17-57,PPE,No Gloves,0.51,snapshots/PPE_No Gloves_2025-07-10_21-17-57.jpg
2025-07-10_21-17-58,PPE,No Gloves,0.6,snapshots/PPE_No Gloves_2025-07-10_21-17-58.jpg
2025-07-10_21-17-58,PPE,No IFR,0.54,snapshots/PPE_No IFR_2025-07-10_21-17-58.jpg
2025-07-10_21-17-59,PPE,No IFR,0.53,snapshots/PPE_No IFR_2025-07-10_21-17-59.jpg
2025-07-10_21-17-59,PPE,No Helmet,0.65,snapshots/PPE_No Helmet_2025-07-10_21-17-59.jpg
2025-07-10_21-18-00,PPE,No Gloves,0.59,snapshots/PPE_No Gloves_2025-07-10_21-18-00.jpg
2025-07-10_21-18-00,PPE,No Gloves,0.73,snapshots/PPE_No Gloves_2025-07-10_21-18-00.jpg
2025-07-10_21-18-01,PPE,No Gloves,0.52,snapshots/PPE_No Gloves_2025-07-10_21-18-01.jpg
2025-07-10_21-18-01,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_21-18-01.jpg
2025-07-10_21-18-03,PPE,No Gloves,0.56,snapshots/PPE_No Gloves_2025-07-10_21-18-03.jpg
2025-07-10_21-18-03,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_21-18-03.jpg
2025-07-10_21-18-03,PPE,No Gloves,0.51,snapshots/PPE_No Gloves_2025-07-10_21-18-03.jpg
2025-07-10_21-18-03,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-10_21-18-03.jpg
2025-07-10_21-18-04,PPE,No Gloves,0.59,snapshots/PPE_No Gloves_2025-07-10_21-18-04.jpg
2025-07-10_21-18-04,PPE,No Gloves,0.51,snapshots/PPE_No Gloves_2025-07-10_21-18-04.jpg
2025-07-10_21-18-05,PPE,No Gloves,0.53,snapshots/PPE_No Gloves_2025-07-10_21-18-05.jpg
2025-07-10_21-18-06,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-10_21-18-06.jpg
2025-07-10_21-18-06,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-10_21-18-06.jpg
2025-07-10_21-18-07,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-10_21-18-07.jpg
2025-07-10_21-18-07,PPE,No Gloves,0.69,snapshots/PPE_No Gloves_2025-07-10_21-18-07.jpg
2025-07-10_21-18-07,PPE,No IFR,0.61,snapshots/PPE_No IFR_2025-07-10_21-18-07.jpg
2025-07-10_21-18-07,PPE,No Gloves,0.52,snapshots/PPE_No Gloves_2025-07-10_21-18-07.jpg
2025-07-10_21-18-07,PPE,No IFR,0.53,snapshots/PPE_No IFR_2025-07-10_21-18-07.jpg
2025-07-10_21-18-08,PPE,No IFR,0.53,snapshots/PPE_No IFR_2025-07-10_21-18-08.jpg
2025-07-10_21-18-08,PPE,No IFR,0.51,snapshots/PPE_No IFR_2025-07-10_21-18-08.jpg
2025-07-10_21-18-08,PPE,No Gloves,0.5,snapshots/PPE_No Gloves_2025-07-10_21-18-08.jpg
2025-07-10_21-18-08,PPE,No Gloves,0.53,snapshots/PPE_No Gloves_2025-07-10_21-18-08.jpg
2025-07-10_21-18-09,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-10_21-18-09.jpg
2025-07-10_21-18-09,PPE,No IFR,0.52,snapshots/PPE_No IFR_2025-07-10_21-18-09.jpg
2025-07-10_21-18-10,PPE,No IFR,0.63,snapshots/PPE_No IFR_2025-07-10_21-18-10.jpg
2025-07-10_21-18-11,PPE,No IFR,0.52,snapshots/PPE_No IFR_2025-07-10_21-18-11.jpg
2025-07-11_11-16-54,FireSmoke,smoke,0.51,snapshots/FireSmoke_smoke_2025-07-11_11-16-54.jpg
2025-07-11_11-16-57,FireSmoke,smoke,0.62,snapshots/FireSmoke_smoke_2025-07-11_11-16-57.jpg
2025-07-11_11-17-12,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-11_11-17-12.jpg
2025-07-11_11-17-13,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_11-17-13.jpg
2025-07-11_11-17-19,FireSmoke,smoke,0.54,snapshots/FireSmoke_smoke_2025-07-11_11-17-19.jpg
2025-07-11_11-17-19,FireSmoke,smoke,0.53,snapshots/FireSmoke_smoke_2025-07-11_11-17-19.jpg
2025-07-11_11-17-22,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-11_11-17-22.jpg
2025-07-11_11-17-22,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-11_11-17-22.jpg
2025-07-11_11-17-22,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_11-17-22.jpg
2025-07-11_11-17-22,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-11_11-17-22.jpg
2025-07-11_11-22-13,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_11-22-13.jpg
2025-07-11_11-22-14,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-11_11-22-14.jpg
2025-07-11_11-22-15,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-11_11-22-15.jpg
2025-07-11_11-22-15,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_11-22-15.jpg
2025-07-11_11-22-16,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-11_11-22-16.jpg
2025-07-11_11-22-17,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-11_11-22-17.jpg
2025-07-11_11-22-18,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-11_11-22-18.jpg
2025-07-11_11-22-24,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-11_11-22-24.jpg
2025-07-11_16-03-16,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-11_16-03-16.jpg
2025-07-11_16-03-18,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-11_16-03-18.jpg
2025-07-11_16-03-30,FireSmoke,smoke,0.57,snapshots/FireSmoke_smoke_2025-07-11_16-03-30.jpg
2025-07-11_16-03-31,FireSmoke,smoke,0.63,snapshots/FireSmoke_smoke_2025-07-11_16-03-31.jpg
2025-07-11_16-03-35,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-11_16-03-35.jpg
2025-07-11_16-03-35,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_16-03-35.jpg
2025-07-11_16-03-37,FireSmoke,smoke,0.56,snapshots/FireSmoke_smoke_2025-07-11_16-03-37.jpg
2025-07-11_16-03-39,FireSmoke,smoke,0.67,snapshots/FireSmoke_smoke_2025-07-11_16-03-39.jpg
2025-07-11_16-03-40,FireSmoke,smoke,0.5,snapshots/FireSmoke_smoke_2025-07-11_16-03-40.jpg
2025-07-11_16-03-41,FireSmoke,smoke,0.58,snapshots/FireSmoke_smoke_2025-07-11_16-03-41.jpg
2025-07-11_16-03-41,FireSmoke,smoke,0.58,snapshots/FireSmoke_smoke_2025-07-11_16-03-41.jpg
2025-07-11_16-04-42,FireSmoke,smoke,0.52,snapshots/FireSmoke_smoke_2025-07-11_16-04-42.jpg
2025-07-11_16-04-44,FireSmoke,smoke,0.52,snapshots/FireSmoke_smoke_2025-07-11_16-04-44.jpg
2025-07-11_16-04-45,FireSmoke,smoke,0.61,snapshots/FireSmoke_smoke_2025-07-11_16-04-45.jpg
2025-07-11_16-04-45,FireSmoke,smoke,0.59,snapshots/FireSmoke_smoke_2025-07-11_16-04-45.jpg
2025-07-11_16-04-45,FireSmoke,smoke,0.53,snapshots/FireSmoke_smoke_2025-07-11_16-04-45.jpg
2025-07-11_16-04-46,FireSmoke,smoke,0.55,snapshots/FireSmoke_smoke_2025-07-11_16-04-46.jpg
2025-07-11_16-04-54,FireSmoke,smoke,0.73,snapshots/FireSmoke_smoke_2025-07-11_16-04-54.jpg
2025-07-11_16-04-58,FireSmoke,smoke,0.55,snapshots/FireSmoke_smoke_2025-07-11_16-04-58.jpg
2025-07-11_16-04-58,FireSmoke,smoke,0.52,snapshots/FireSmoke_smoke_2025-07-11_16-04-58.jpg
2025-07-11_16-04-58,FireSmoke,smoke,0.72,snapshots/FireSmoke_smoke_2025-07-11_16-04-58.jpg
2025-07-11_16-04-59,FireSmoke,smoke,0.77,snapshots/FireSmoke_smoke_2025-07-11_16-04-59.jpg
2025-07-11_16-04-59,FireSmoke,smoke,0.57,snapshots/FireSmoke_smoke_2025-07-11_16-04-59.jpg
2025-07-11_16-05-00,FireSmoke,smoke,0.52,snapshots/FireSmoke_smoke_2025-07-11_16-05-00.jpg
2025-07-11_16-05-00,FireSmoke,smoke,0.7,snapshots/FireSmoke_smoke_2025-07-11_16-05-00.jpg
2025-07-11_16-05-00,FireSmoke,smoke,0.61,snapshots/FireSmoke_smoke_2025-07-11_16-05-00.jpg
2025-07-11_16-05-02,FireSmoke,smoke,0.61,snapshots/FireSmoke_smoke_2025-07-11_16-05-02.jpg
2025-07-11_16-05-03,FireSmoke,smoke,0.62,snapshots/FireSmoke_smoke_2025-07-11_16-05-03.jpg
2025-07-11_16-05-03,FireSmoke,smoke,0.58,snapshots/FireSmoke_smoke_2025-07-11_16-05-03.jpg
2025-07-11_16-05-05,FireSmoke,smoke,0.59,snapshots/FireSmoke_smoke_2025-07-11_16-05-05.jpg
2025-07-11_16-05-07,FireSmoke,smoke,0.51,snapshots/FireSmoke_smoke_2025-07-11_16-05-07.jpg
2025-07-11_16-06-40,PPE,No Helmet,0.68,snapshots/PPE_No Helmet_2025-07-11_16-06-40.jpg
2025-07-11_16-06-40,PPE,No Helmet,0.73,snapshots/PPE_No Helmet_2025-07-11_16-06-40.jpg
2025-07-11_16-06-40,PPE,IFR suit,0.53,snapshots/PPE_IFR suit_2025-07-11_16-06-40.jpg
2025-07-11_16-06-41,PPE,No Helmet,0.7,snapshots/PPE_No Helmet_2025-07-11_16-06-41.jpg
2025-07-11_16-06-41,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_16-06-41.jpg
2025-07-11_16-06-41,PPE,No Helmet,0.64,snapshots/PPE_No Helmet_2025-07-11_16-06-41.jpg
2025-07-11_16-06-42,PPE,No Helmet,0.64,snapshots/PPE_No Helmet_2025-07-11_16-06-42.jpg
2025-07-11_16-06-42,PPE,No Helmet,0.66,snapshots/PPE_No Helmet_2025-07-11_16-06-42.jpg
2025-07-11_16-06-42,PPE,No Helmet,0.66,snapshots/PPE_No Helmet_2025-07-11_16-06-42.jpg
2025-07-11_16-06-43,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-11_16-06-43.jpg
2025-07-11_16-06-43,PPE,IFR suit,0.54,snapshots/PPE_IFR suit_2025-07-11_16-06-43.jpg
2025-07-11_16-06-43,PPE,No Helmet,0.66,snapshots/PPE_No Helmet_2025-07-11_16-06-43.jpg
2025-07-11_16-06-44,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_16-06-44.jpg
2025-07-11_16-06-45,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-11_16-06-45.jpg
2025-07-11_16-06-45,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-11_16-06-45.jpg
2025-07-11_16-06-46,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-11_16-06-46.jpg
2025-07-11_16-06-46,PPE,No Helmet,0.62,snapshots/PPE_No Helmet_2025-07-11_16-06-46.jpg
2025-07-11_16-06-46,PPE,No Gloves,0.55,snapshots/PPE_No Gloves_2025-07-11_16-06-46.jpg
2025-07-11_16-06-46,PPE,No Gloves,0.52,snapshots/PPE_No Gloves_2025-07-11_16-06-46.jpg
2025-07-11_16-06-46,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-11_16-06-46.jpg
2025-07-11_16-06-47,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-11_16-06-47.jpg
2025-07-11_16-06-47,PPE,No Gloves,0.63,snapshots/PPE_No Gloves_2025-07-11_16-06-47.jpg
2025-07-11_16-06-47,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-11_16-06-47.jpg
2025-07-11_16-06-47,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-11_16-06-47.jpg
2025-07-11_16-06-48,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_16-06-48.jpg
2025-07-11_16-06-48,PPE,No Gloves,0.57,snapshots/PPE_No Gloves_2025-07-11_16-06-48.jpg
2025-07-11_16-06-48,PPE,No Helmet,0.72,snapshots/PPE_No Helmet_2025-07-11_16-06-48.jpg
2025-07-11_16-06-49,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-11_16-06-49.jpg
2025-07-11_16-06-49,PPE,No Helmet,0.7,snapshots/PPE_No Helmet_2025-07-11_16-06-49.jpg
2025-07-11_16-06-50,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-11_16-06-50.jpg
2025-07-11_16-06-51,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-11_16-06-51.jpg
2025-07-11_16-06-51,PPE,No Helmet,0.58,snapshots/PPE_No Helmet_2025-07-11_16-06-51.jpg
2025-07-11_16-06-51,PPE,IFR suit,0.54,snapshots/PPE_IFR suit_2025-07-11_16-06-51.jpg
2025-07-11_16-06-51,PPE,IFR suit,0.51,snapshots/PPE_IFR suit_2025-07-11_16-06-51.jpg
2025-07-11_16-06-52,PPE,No Helmet,0.62,snapshots/PPE_No Helmet_2025-07-11_16-06-52.jpg
2025-07-11_16-06-57,PPE,No Gloves,0.68,snapshots/PPE_No Gloves_2025-07-11_16-06-57.jpg
2025-07-11_16-06-57,PPE,No Gloves,0.58,snapshots/PPE_No Gloves_2025-07-11_16-06-57.jpg
2025-07-11_16-07-02,PPE,IFR suit,0.52,snapshots/PPE_IFR suit_2025-07-11_16-07-02.jpg
2025-07-11_16-07-33,PPE,IFR suit,0.58,snapshots/PPE_IFR suit_2025-07-11_16-07-33.jpg
2025-07-11_16-07-34,PPE,IFR suit,0.66,snapshots/PPE_IFR suit_2025-07-11_16-07-34.jpg
2025-07-11_16-07-34,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-11_16-07-34.jpg
2025-07-11_16-07-34,PPE,IFR suit,0.54,snapshots/PPE_IFR suit_2025-07-11_16-07-34.jpg
2025-07-11_16-07-35,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-11_16-07-35.jpg
2025-07-11_16-07-35,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_16-07-35.jpg
2025-07-11_16-07-35,PPE,IFR suit,0.53,snapshots/PPE_IFR suit_2025-07-11_16-07-35.jpg
2025-07-11_16-07-35,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-11_16-07-35.jpg
2025-07-11_16-07-35,PPE,IFR suit,0.5,snapshots/PPE_IFR suit_2025-07-11_16-07-35.jpg
2025-07-11_16-07-36,PPE,IFR suit,0.55,snapshots/PPE_IFR suit_2025-07-11_16-07-36.jpg
