Time,Model,Class,Confidence,Snapshot
2025-07-11_16-07-36,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-11_16-07-36.jpg
2025-07-11_16-07-36,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-11_16-07-36.jpg
2025-07-11_16-07-36,PPE,IFR suit,0.54,snapshots/PPE_IFR suit_2025-07-11_16-07-36.jpg
2025-07-11_16-07-37,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-11_16-07-37.jpg
2025-07-11_16-07-37,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_16-07-37.jpg
2025-07-11_16-07-38,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-11_16-07-38.jpg
2025-07-11_16-07-38,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_16-07-38.jpg
2025-07-11_16-07-39,PPE,IFR suit,0.51,snapshots/PPE_IFR suit_2025-07-11_16-07-39.jpg
2025-07-11_16-07-39,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-11_16-07-39.jpg
2025-07-11_16-07-39,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_16-07-39.jpg
2025-07-11_16-07-40,PPE,No Helmet,0.66,snapshots/PPE_No Helmet_2025-07-11_16-07-40.jpg
2025-07-11_16-07-40,PPE,No Gloves,0.57,snapshots/PPE_No Gloves_2025-07-11_16-07-40.jpg
2025-07-11_16-07-41,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-11_16-07-41.jpg
2025-07-11_16-07-41,PPE,No Helmet,0.62,snapshots/PPE_No Helmet_2025-07-11_16-07-41.jpg
2025-07-11_16-07-41,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-11_16-07-41.jpg
2025-07-11_16-07-41,PPE,IFR suit,0.52,snapshots/PPE_IFR suit_2025-07-11_16-07-41.jpg
2025-07-11_16-07-42,PPE,No Helmet,0.68,snapshots/PPE_No Helmet_2025-07-11_16-07-42.jpg
2025-07-11_16-07-42,PPE,No Helmet,0.72,snapshots/PPE_No Helmet_2025-07-11_16-07-42.jpg
2025-07-11_16-07-42,PPE,No Gloves,0.72,snapshots/PPE_No Gloves_2025-07-11_16-07-42.jpg
2025-07-11_16-07-42,PPE,IFR suit,0.55,snapshots/PPE_IFR suit_2025-07-11_16-07-42.jpg
2025-07-11_16-07-42,PPE,No Gloves,0.53,snapshots/PPE_No Gloves_2025-07-11_16-07-42.jpg
2025-07-11_16-07-43,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-11_16-07-43.jpg
2025-07-11_16-07-43,PPE,No Helmet,0.62,snapshots/PPE_No Helmet_2025-07-11_16-07-43.jpg
2025-07-11_16-07-44,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_16-07-44.jpg
2025-07-11_16-07-44,PPE,No Helmet,0.62,snapshots/PPE_No Helmet_2025-07-11_16-07-44.jpg
2025-07-11_16-07-45,PPE,No Helmet,0.58,snapshots/PPE_No Helmet_2025-07-11_16-07-45.jpg
2025-07-11_16-07-45,PPE,IFR suit,0.53,snapshots/PPE_IFR suit_2025-07-11_16-07-45.jpg
2025-07-11_16-07-46,PPE,No Helmet,0.62,snapshots/PPE_No Helmet_2025-07-11_16-07-46.jpg
2025-07-11_16-07-46,PPE,IFR suit,0.54,snapshots/PPE_IFR suit_2025-07-11_16-07-46.jpg
2025-07-11_16-07-46,PPE,No Gloves,0.53,snapshots/PPE_No Gloves_2025-07-11_16-07-46.jpg
2025-07-11_16-07-46,PPE,No Helmet,0.69,snapshots/PPE_No Helmet_2025-07-11_16-07-46.jpg
2025-07-11_16-07-46,PPE,No Gloves,0.51,snapshots/PPE_No Gloves_2025-07-11_16-07-46.jpg
2025-07-11_16-07-46,PPE,IFR suit,0.5,snapshots/PPE_IFR suit_2025-07-11_16-07-46.jpg
2025-07-11_16-07-47,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-11_16-07-47.jpg
2025-07-11_16-07-47,PPE,IFR suit,0.52,snapshots/PPE_IFR suit_2025-07-11_16-07-47.jpg
2025-07-11_16-07-47,PPE,No Helmet,0.6,snapshots/PPE_No Helmet_2025-07-11_16-07-47.jpg
2025-07-11_16-07-51,FireSmoke,smoke,0.84,snapshots/FireSmoke_smoke_2025-07-11_16-07-51.jpg
2025-07-11_16-07-51,FireSmoke,smoke,0.68,snapshots/FireSmoke_smoke_2025-07-11_16-07-51.jpg
2025-07-11_18-12-34,FireSmoke,smoke,0.53,snapshots/FireSmoke_smoke_2025-07-11_18-12-34.jpg
2025-07-11_18-12-34,FireSmoke,smoke,0.6,snapshots/FireSmoke_smoke_2025-07-11_18-12-34.jpg
2025-07-11_18-12-35,FireSmoke,smoke,0.71,snapshots/FireSmoke_smoke_2025-07-11_18-12-35.jpg
2025-07-11_18-12-35,FireSmoke,smoke,0.72,snapshots/FireSmoke_smoke_2025-07-11_18-12-35.jpg
2025-07-11_18-12-35,FireSmoke,smoke,0.64,snapshots/FireSmoke_smoke_2025-07-11_18-12-35.jpg
2025-07-11_18-12-36,FireSmoke,smoke,0.78,snapshots/FireSmoke_smoke_2025-07-11_18-12-36.jpg
2025-07-11_18-12-36,FireSmoke,smoke,0.69,snapshots/FireSmoke_smoke_2025-07-11_18-12-36.jpg
2025-07-11_18-12-36,FireSmoke,smoke,0.69,snapshots/FireSmoke_smoke_2025-07-11_18-12-36.jpg
2025-07-11_18-12-37,FireSmoke,smoke,0.51,snapshots/FireSmoke_smoke_2025-07-11_18-12-37.jpg
2025-07-11_18-12-44,FireSmoke,smoke,0.54,snapshots/FireSmoke_smoke_2025-07-11_18-12-44.jpg
2025-07-11_18-12-46,FireSmoke,smoke,0.64,snapshots/FireSmoke_smoke_2025-07-11_18-12-46.jpg
2025-07-11_18-12-50,FireSmoke,smoke,0.55,snapshots/FireSmoke_smoke_2025-07-11_18-12-50.jpg
2025-07-11_18-12-50,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-11_18-12-50.jpg
2025-07-11_18-12-51,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-11_18-12-51.jpg
2025-07-11_18-12-51,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-11_18-12-51.jpg
2025-07-11_18-12-51,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-11_18-12-51.jpg
2025-07-11_18-12-52,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_18-12-52.jpg
2025-07-11_18-12-52,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-11_18-12-52.jpg
2025-07-11_18-12-52,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-11_18-12-52.jpg
2025-07-11_18-12-53,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_18-12-53.jpg
2025-07-11_18-12-54,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_18-12-54.jpg
2025-07-11_18-12-54,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_18-12-54.jpg
2025-07-11_18-12-54,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-11_18-12-54.jpg
2025-07-11_18-12-54,PPE,No Helmet,0.6,snapshots/PPE_No Helmet_2025-07-11_18-12-54.jpg
2025-07-11_18-12-55,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-11_18-12-55.jpg
2025-07-11_18-12-55,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_18-12-55.jpg
2025-07-11_18-12-56,PPE,No Helmet,0.58,snapshots/PPE_No Helmet_2025-07-11_18-12-56.jpg
2025-07-11_18-12-56,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_18-12-56.jpg
2025-07-11_18-12-56,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-11_18-12-56.jpg
2025-07-11_18-12-57,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-11_18-12-57.jpg
2025-07-11_18-12-57,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-11_18-12-57.jpg
2025-07-11_18-12-57,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-11_18-12-57.jpg
2025-07-11_18-12-58,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-11_18-12-58.jpg
2025-07-11_18-12-58,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-11_18-12-58.jpg
2025-07-11_18-12-59,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-11_18-12-59.jpg
2025-07-11_18-13-00,PPE,No Helmet,0.58,snapshots/PPE_No Helmet_2025-07-11_18-13-00.jpg
2025-07-11_18-13-00,PPE,No Helmet,0.58,snapshots/PPE_No Helmet_2025-07-11_18-13-00.jpg
2025-07-11_18-13-00,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_18-13-00.jpg
2025-07-11_18-13-01,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-11_18-13-01.jpg
2025-07-11_18-13-01,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-11_18-13-01.jpg
2025-07-11_18-13-02,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_18-13-02.jpg
2025-07-11_18-13-02,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_18-13-02.jpg
2025-07-11_18-13-04,FireSmoke,smoke,0.71,snapshots/FireSmoke_smoke_2025-07-11_18-13-04.jpg
2025-07-11_18-13-05,PPE,No Helmet,0.72,snapshots/PPE_No Helmet_2025-07-11_18-13-05.jpg
2025-07-11_18-13-05,PPE,No Helmet,0.62,snapshots/PPE_No Helmet_2025-07-11_18-13-05.jpg
2025-07-11_18-13-05,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-11_18-13-05.jpg
2025-07-11_18-13-06,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-11_18-13-06.jpg
2025-07-11_18-13-06,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-11_18-13-06.jpg
2025-07-11_18-13-07,PPE,No Helmet,0.65,snapshots/PPE_No Helmet_2025-07-11_18-13-07.jpg
2025-07-11_18-13-07,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-11_18-13-07.jpg
2025-07-11_18-13-08,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-11_18-13-08.jpg
2025-07-11_18-13-08,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-11_18-13-08.jpg
2025-07-11_18-13-08,PPE,No Helmet,0.6,snapshots/PPE_No Helmet_2025-07-11_18-13-08.jpg
2025-07-11_18-13-08,PPE,No Helmet,0.62,snapshots/PPE_No Helmet_2025-07-11_18-13-08.jpg
2025-07-11_18-13-09,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-11_18-13-09.jpg
2025-07-11_18-13-09,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-11_18-13-09.jpg
2025-07-11_18-13-09,PPE,No Helmet,0.62,snapshots/PPE_No Helmet_2025-07-11_18-13-09.jpg
2025-07-11_18-13-10,PPE,No Helmet,0.68,snapshots/PPE_No Helmet_2025-07-11_18-13-10.jpg
2025-07-11_18-13-10,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-11_18-13-10.jpg
2025-07-11_18-13-10,PPE,No Helmet,0.67,snapshots/PPE_No Helmet_2025-07-11_18-13-10.jpg
2025-07-11_18-13-10,PPE,No Helmet,0.59,snapshots/PPE_No Helmet_2025-07-11_18-13-10.jpg
2025-07-11_18-13-11,PPE,No Helmet,0.64,snapshots/PPE_No Helmet_2025-07-11_18-13-11.jpg
2025-07-11_18-13-11,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-11_18-13-11.jpg
2025-07-11_18-13-11,PPE,No Helmet,0.7,snapshots/PPE_No Helmet_2025-07-11_18-13-11.jpg
2025-07-11_18-13-11,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-11_18-13-11.jpg
2025-07-11_18-13-11,PPE,No Helmet,0.64,snapshots/PPE_No Helmet_2025-07-11_18-13-11.jpg
2025-07-11_18-13-12,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_18-13-12.jpg
2025-07-11_18-13-12,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-11_18-13-12.jpg
2025-07-11_18-13-12,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-11_18-13-12.jpg
2025-07-11_18-13-13,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_18-13-13.jpg
2025-07-11_18-13-13,PPE,No Helmet,0.64,snapshots/PPE_No Helmet_2025-07-11_18-13-13.jpg
2025-07-11_18-13-13,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-11_18-13-13.jpg
2025-07-11_18-13-14,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_18-13-14.jpg
2025-07-11_18-13-14,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-11_18-13-14.jpg
2025-07-11_18-13-14,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-11_18-13-14.jpg
2025-07-11_18-13-15,PPE,No Helmet,0.66,snapshots/PPE_No Helmet_2025-07-11_18-13-15.jpg
2025-07-11_18-13-15,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-11_18-13-15.jpg
2025-07-11_18-13-15,PPE,No Helmet,0.62,snapshots/PPE_No Helmet_2025-07-11_18-13-15.jpg
2025-07-11_18-13-15,PPE,No Helmet,0.65,snapshots/PPE_No Helmet_2025-07-11_18-13-15.jpg
2025-07-11_18-13-16,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_18-13-16.jpg
2025-07-11_18-13-16,PPE,No Helmet,0.64,snapshots/PPE_No Helmet_2025-07-11_18-13-16.jpg
2025-07-11_18-13-16,PPE,No Helmet,0.66,snapshots/PPE_No Helmet_2025-07-11_18-13-16.jpg
2025-07-11_18-13-16,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-11_18-13-16.jpg
2025-07-11_18-13-17,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-11_18-13-17.jpg
2025-07-11_18-13-17,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-11_18-13-17.jpg
2025-07-11_18-13-17,PPE,No Helmet,0.69,snapshots/PPE_No Helmet_2025-07-11_18-13-17.jpg
2025-07-11_18-13-17,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-11_18-13-17.jpg
2025-07-11_18-13-17,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-11_18-13-17.jpg
2025-07-11_18-13-17,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-11_18-13-17.jpg
2025-07-11_18-13-17,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-11_18-13-17.jpg
2025-07-11_18-13-18,FireSmoke,smoke,0.52,snapshots/FireSmoke_smoke_2025-07-11_18-13-18.jpg
2025-07-11_18-13-18,PPE,No Helmet,0.58,snapshots/PPE_No Helmet_2025-07-11_18-13-18.jpg
2025-07-11_18-13-18,PPE,No Helmet,0.58,snapshots/PPE_No Helmet_2025-07-11_18-13-18.jpg
2025-07-11_18-13-18,FireSmoke,smoke,0.63,snapshots/FireSmoke_smoke_2025-07-11_18-13-18.jpg
2025-07-11_18-13-19,FireSmoke,smoke,0.73,snapshots/FireSmoke_smoke_2025-07-11_18-13-19.jpg
2025-07-11_18-13-21,FireSmoke,smoke,0.53,snapshots/FireSmoke_smoke_2025-07-11_18-13-21.jpg
2025-07-11_18-13-21,FireSmoke,smoke,0.63,snapshots/FireSmoke_smoke_2025-07-11_18-13-21.jpg
2025-07-11_18-37-12,FireSmoke,smoke,0.54,snapshots/FireSmoke_smoke_2025-07-11_18-37-12.jpg
2025-07-11_18-37-13,FireSmoke,smoke,0.54,snapshots/FireSmoke_smoke_2025-07-11_18-37-13.jpg
2025-07-11_18-37-13,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-11_18-37-13.jpg
2025-07-11_18-37-13,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-11_18-37-13.jpg
2025-07-11_18-37-13,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-11_18-37-13.jpg
2025-07-11_18-37-14,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-11_18-37-14.jpg
2025-07-11_18-37-15,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_18-37-15.jpg
2025-07-11_18-37-16,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_18-37-16.jpg
2025-07-11_18-37-17,PPE,No Helmet,0.6,snapshots/PPE_No Helmet_2025-07-11_18-37-17.jpg
2025-07-11_18-37-25,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-11_18-37-25.jpg
2025-07-11_18-41-04,FireSmoke,smoke,0.62,snapshots/FireSmoke_smoke_2025-07-11_18-41-04.jpg
2025-07-11_18-41-05,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_18-41-05.jpg
2025-07-11_18-41-06,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-11_18-41-06.jpg
2025-07-11_18-41-06,FireSmoke,smoke,0.56,snapshots/FireSmoke_smoke_2025-07-11_18-41-06.jpg
2025-07-11_21-39-43,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-11_21-39-43.jpg
2025-07-11_21-39-51,PPE,No Helmet,0.6,snapshots/PPE_No Helmet_2025-07-11_21-39-51.jpg
2025-07-11_21-39-52,PPE,No Helmet,0.63,snapshots/PPE_No Helmet_2025-07-11_21-39-52.jpg
2025-07-11_21-39-52,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-11_21-39-52.jpg
2025-07-11_21-39-52,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-11_21-39-52.jpg
2025-07-11_21-39-53,PPE,No Helmet,0.58,snapshots/PPE_No Helmet_2025-07-11_21-39-53.jpg
2025-07-11_21-39-53,PPE,No Helmet,0.61,snapshots/PPE_No Helmet_2025-07-11_21-39-53.jpg
2025-07-12_19-09-00,FireSmoke,smoke,0.51,snapshots/FireSmoke_smoke_2025-07-12_19-09-00.jpg
2025-07-12_19-09-00,FireSmoke,smoke,0.51,snapshots/FireSmoke_smoke_2025-07-12_19-09-00.jpg
2025-07-12_19-09-24,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-12_19-09-24.jpg
2025-07-12_19-09-24,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-12_19-09-24.jpg
2025-07-12_19-09-28,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-12_19-09-28.jpg
2025-07-12_19-09-29,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-12_19-09-29.jpg
2025-07-12_19-09-30,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-12_19-09-30.jpg
2025-07-12_19-09-30,PPE,No Helmet,0.5,snapshots/PPE_No Helmet_2025-07-12_19-09-30.jpg
2025-07-12_19-09-32,PPE,No Helmet,0.64,snapshots/PPE_No Helmet_2025-07-12_19-09-32.jpg
2025-07-12_19-09-32,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-12_19-09-32.jpg
2025-07-12_19-09-33,PPE,No Helmet,0.62,snapshots/PPE_No Helmet_2025-07-12_19-09-33.jpg
2025-07-12_19-09-34,PPE,No Helmet,0.57,snapshots/PPE_No Helmet_2025-07-12_19-09-34.jpg
2025-07-12_19-09-38,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-12_19-09-38.jpg
2025-07-12_19-09-38,PPE,No Helmet,0.52,snapshots/PPE_No Helmet_2025-07-12_19-09-38.jpg
2025-07-12_19-09-40,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-12_19-09-40.jpg
2025-07-12_19-09-41,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-12_19-09-41.jpg
2025-07-12_19-09-41,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-12_19-09-41.jpg
2025-07-12_19-09-45,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-12_19-09-45.jpg
2025-07-12_19-09-45,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-12_19-09-45.jpg
2025-07-12_19-09-49,PPE,No Helmet,0.53,snapshots/PPE_No Helmet_2025-07-12_19-09-49.jpg
2025-07-12_19-09-54,PPE,No Helmet,0.54,snapshots/PPE_No Helmet_2025-07-12_19-09-54.jpg
2025-07-12_19-46-15,FireSmoke,smoke,0.51,snapshots/FireSmoke_smoke_2025-07-12_19-46-15.jpg
2025-07-12_19-46-15,FireSmoke,smoke,0.58,snapshots/FireSmoke_smoke_2025-07-12_19-46-15.jpg
2025-07-12_19-46-16,FireSmoke,smoke,0.63,snapshots/FireSmoke_smoke_2025-07-12_19-46-16.jpg
2025-07-12_19-46-16,FireSmoke,smoke,0.5,snapshots/FireSmoke_smoke_2025-07-12_19-46-16.jpg
2025-07-12_19-46-19,FireSmoke,smoke,0.51,snapshots/FireSmoke_smoke_2025-07-12_19-46-19.jpg
2025-07-12_19-46-21,FireSmoke,smoke,0.54,snapshots/FireSmoke_smoke_2025-07-12_19-46-21.jpg
2025-07-12_19-46-23,FireSmoke,smoke,0.54,snapshots/FireSmoke_smoke_2025-07-12_19-46-23.jpg
2025-07-12_19-46-30,PPE,No Helmet,0.55,snapshots/PPE_No Helmet_2025-07-12_19-46-30.jpg
2025-07-12_19-46-31,PPE,No Helmet,0.51,snapshots/PPE_No Helmet_2025-07-12_19-46-31.jpg
2025-07-12_19-46-37,FireSmoke,smoke,0.52,snapshots/FireSmoke_smoke_2025-07-12_19-46-37.jpg
2025-07-12_19-48-51,PPE,No Helmet,0.56,snapshots/PPE_No Helmet_2025-07-12_19-48-51.jpg
2025-07-12_20-03-49,FireSmoke,smoke,0.56,snapshots/FireSmoke_smoke_2025-07-12_20-03-49.jpg
2025-07-12_20-03-50,FireSmoke,smoke,0.52,snapshots/FireSmoke_smoke_2025-07-12_20-03-50.jpg
2025-07-12_20-18-25,FireSmoke,smoke,0.76,snapshots/FireSmoke_smoke_2025-07-12_20-18-25.jpg
2025-07-12_20-18-26,FireSmoke,smoke,0.71,snapshots/FireSmoke_smoke_2025-07-12_20-18-26.jpg
2025-07-12_20-18-29,FireSmoke,smoke,0.55,snapshots/FireSmoke_smoke_2025-07-12_20-18-29.jpg
2025-07-12_20-18-30,FireSmoke,smoke,0.59,snapshots/FireSmoke_smoke_2025-07-12_20-18-30.jpg
2025-07-12_20-18-32,FireSmoke,smoke,0.69,snapshots/FireSmoke_smoke_2025-07-12_20-18-32.jpg
2025-07-12_20-18-44,FireSmoke,smoke,0.53,snapshots/FireSmoke_smoke_2025-07-12_20-18-44.jpg
2025-07-12_20-19-08,PPE,No Gloves,0.62,snapshots/PPE_No Gloves_2025-07-12_20-19-08.jpg
